experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
12b19000-c917-4b93-8d5c-f146af8dab5a,2024-03-06-21-51-56,2024-03-06-21-51-56,True,2024-03-06 21:51:57.048780,,,Pipeline has been started.,experiment.csv,,,2024-03-06 21:51:57.048780
12b19000-c917-4b93-8d5c-f146af8dab5a,2024-03-06-21-51-56,2024-03-06-21-51-56,False,2024-03-06 21:51:57.048780,2024-03-06 21:53:18.637323,0 days 00:01:21.588543,Pipeline has been completed.,experiment.csv,0.6478755548424594,True,2024-03-06 21:53:18.637323
48ec17c7-9250-4377-93f6-aa434dc0b153,2024-03-06-21-56-27,2024-03-06-21-56-27,True,2024-03-06 22:01:35.343063,,,Pipeline has been started.,experiment.csv,,,2024-03-06 22:01:35.343063
48ec17c7-9250-4377-93f6-aa434dc0b153,2024-03-06-21-56-27,2024-03-06-21-56-27,False,2024-03-06 22:01:35.343063,2024-03-06 22:02:59.432202,0 days 00:01:24.089139,Pipeline has been completed.,experiment.csv,0.6478755548424594,True,2024-03-06 22:02:59.432202
19829118-0d92-42cc-9ae9-03fc1645bf71,2024-03-06-21-56-27,2024-03-06-21-56-27,True,2024-03-06 22:05:11.665293,,,Pipeline has been started.,experiment.csv,,,2024-03-06 22:05:11.665293
19829118-0d92-42cc-9ae9-03fc1645bf71,2024-03-06-21-56-27,2024-03-06-21-56-27,False,2024-03-06 22:05:11.665293,2024-03-06 22:06:16.812821,0 days 00:01:05.147528,Pipeline has been completed.,experiment.csv,0.6478755548424594,True,2024-03-06 22:06:16.812821
3b03ef62-37d3-4a08-a870-b49303496557,2024-03-06-21-56-27,2024-03-06-21-56-27,True,2024-03-06 22:06:33.376779,,,Pipeline has been started.,experiment.csv,,,2024-03-06 22:06:33.376779
3b03ef62-37d3-4a08-a870-b49303496557,2024-03-06-21-56-27,2024-03-06-21-56-27,False,2024-03-06 22:06:33.376779,2024-03-06 22:07:39.841775,0 days 00:01:06.464996,Pipeline has been completed.,experiment.csv,0.6478755548424594,True,2024-03-06 22:07:39.841775
